id,creator_id,viewer_id,"timestamp",item_id,item_position,item_price,sale_price
315,105107,310435,"2018-04-02 02:04:10",161,0,0.01,0.01
316,308170,310348,"2018-04-02 02:16:05",156,0,0.25,0.25
317,308170,310348,"2018-04-02 02:16:44",156,0,0.25,0.25
318,308170,310348,"2018-04-02 02:17:04",164,0,0.50,0.50
319,308170,310348,"2018-04-02 02:17:18",163,0,0.38,0.38
320,255796,302712,"2018-04-02 02:23:12",154,0,1.50,1.50
321,257993,314352,"2018-04-02 02:23:26",169,0,1.00,1.00
322,200075,301482,"2018-04-02 02:37:34",155,0,0.40,0.40
323,200075,301482,"2018-04-02 02:37:52",176,0,0.20,0.20
324,216092,314171,"2018-04-02 02:42:32",160,0,0.40,0.40
325,173671,314356,"2018-04-02 02:51:49",153,0,0.02,0.02
326,173671,314356,"2018-04-02 02:52:24",153,0,0.02,0.02
327,216092,314171,"2018-04-02 02:59:20",172,0,0.42,0.42
328,216092,314171,"2018-04-02 03:03:01",153,0,0.02,0.02
329,216092,314173,"2018-04-02 03:03:18",158,0,0.01,0.01
330,216092,314173,"2018-04-02 03:03:22",153,0,0.02,0.02
331,216092,314173,"2018-04-02 03:03:32",158,0,0.01,0.01
332,216092,314173,"2018-04-02 03:03:34",158,0,0.01,0.01
333,216092,314173,"2018-04-02 03:03:37",158,0,0.01,0.01
334,216092,314173,"2018-04-02 03:03:47",158,0,0.01,0.01
335,270069,314260,"2018-04-02 03:03:55",159,0,0.49,0.49
336,216092,314171,"2018-04-02 03:03:57",158,0,0.01,0.01
337,216092,314173,"2018-04-02 03:04:08",153,0,0.02,0.02
338,216092,314173,"2018-04-02 03:04:11",153,0,0.02,0.02
339,216092,314173,"2018-04-02 03:04:13",153,0,0.02,0.02
340,216092,314173,"2018-04-02 03:04:19",153,0,0.02,0.02
341,216092,314173,"2018-04-02 03:04:23",158,0,0.01,0.01
342,200075,217713,"2018-04-02 03:05:56",168,0,0.33,0.33
343,212897,212131,"2018-04-02 03:06:09",157,0,0.25,0.25
344,200075,217713,"2018-04-02 03:06:20",153,0,0.02,0.02
345,212897,212131,"2018-04-02 03:07:29",180,0,0.40,0.40
346,142478,252892,"2018-04-02 03:08:54",164,0,0.50,0.50
347,142478,252892,"2018-04-02 03:08:58",164,0,0.50,0.50
348,142478,252892,"2018-04-02 03:09:10",186,0,0.05,0.05
349,142478,252892,"2018-04-02 03:09:14",186,0,0.05,0.05
350,142478,252892,"2018-04-02 03:09:19",186,0,0.05,0.05
351,142478,252892,"2018-04-02 03:09:22",186,0,0.05,0.05
352,142478,252892,"2018-04-02 03:09:26",186,0,0.05,0.05
353,200075,252939,"2018-04-02 03:12:27",153,0,0.02,0.02
354,200075,252939,"2018-04-02 03:12:30",153,0,0.02,0.02
355,200075,252939,"2018-04-02 03:12:33",153,0,0.02,0.02
356,200075,252939,"2018-04-02 03:12:38",153,0,0.02,0.02
357,200075,252939,"2018-04-02 03:12:43",153,0,0.02,0.02
